date,pred_stage,pred_discharge
2022-08-12,30.06242,759.7194
2022-08-13,29.968615,723.8282
2022-08-14,29.969719,675.2596
2022-08-15,29.583757,565.1022
2022-08-16,29.572752,533.93134
2022-08-17,29.677315,556.50946
2022-08-18,29.76863,578.90234
2022-08-19,29.850172,609.88715
2022-08-20,29.897158,620.15936
2022-08-21,29.866251,610.3497
2022-08-22,29.646156,519.20123
2022-08-23,29.421955,447.55832
2022-08-24,29.383137,435.71613
2022-08-25,29.367638,423.43945
2022-08-26,29.195385,365.1328
2022-08-27,28.998335,309.3783
2022-08-28,28.913715,284.07065
2022-08-29,28.928556,291.03217
2022-08-30,28.871609,287.96927
2022-08-31,28.793213,270.45984
2022-09-01,28.771599,256.9836
2022-09-02,28.75309,247.64615
2022-09-03,28.69821,246.84816
2022-09-04,28.726326,247.58636
2022-09-05,28.669437,230.47023
2022-09-06,28.75689,260.0002
2022-09-07,28.735382,258.53754
2022-09-08,28.720774,256.35718
2022-09-09,28.646397,239.43997
2022-09-10,28.592478,221.5334
2022-09-11,28.542114,221.97025
2022-09-12,28.570211,218.17311
2022-09-13,28.546785,216.50911
2022-09-14,28.555706,216.34224
2022-09-15,28.489674,203.99203
2022-09-16,28.58543,224.32112
2022-09-17,28.64055,227.28078
2022-09-18,28.568295,207.87859
2022-09-19,28.504736,195.56805
2022-09-20,28.401701,175.38269
2022-09-21,28.29294,151.80328
2022-09-22,28.266214,148.5016
2022-09-23,28.271664,155.53279
2022-09-24,28.269766,159.45209
2022-09-25,28.346317,164.88496
2022-09-26,28.333237,164.99678
2022-09-27,28.349876,164.78676
2022-09-28,28.315392,161.07803
2022-09-29,28.343725,170.14565
2022-09-30,28.300034,153.70282
2022-10-01,28.318407,153.00403
2022-10-02,28.363934,175.9375
2022-10-03,28.351664,182.1213
2022-10-04,28.510118,241.27885
2022-10-05,28.791914,339.27466
2022-10-06,28.970634,385.75546
2022-10-07,29.061657,389.82907
2022-10-08,29.146276,427.9636
2022-10-09,29.17509,440.95673
2022-10-10,29.195326,444.48428
2022-10-11,29.226398,439.14948
2022-10-12,29.234816,429.43167
2022-10-13,28.962252,314.02808
2022-10-14,28.649693,221.45538
2022-10-15,28.53082,200.34915
2022-10-16,28.38747,176.39267
2022-10-17,28.372427,181.29512
